Subjects,fs_l_bankssts_myel,fs_l_caudalanteriorcingulate_myel,fs_l_caudalmiddlefrontal_myel,fs_l_cuneus_myel,fs_l_entorhinal_myel,fs_l_fusiform_myel,fs_l_inferiorparietal_myel,fs_l_inferiortemporal_myel,fs_l_isthmuscingulate_myel,fs_l_lateraloccipital_myel,fs_l_lateralorbitofrontal_myel,fs_l_lingual_myel,fs_l_medialorbitofrontal_myel,fs_l_middletemporal_myel,fs_l_parahippocampal_myel,fs_l_paracentral_myel,fs_l_parsopercularis_myel,fs_l_parsorbitalis_myel,fs_l_parstriangularis_myel,fs_l_pericalcarine_myel,fs_l_postcentral_myel,fs_l_posteriorcingulate_myel,fs_l_precentral_myel,fs_l_precuneus_myel,fs_l_rostralanteriorcingulate_myel,fs_l_rostralmiddlefrontal_myel,fs_l_superiorfrontal_myel,fs_l_superiorparietal_myel,fs_l_superiortemporal_myel,fs_l_supramarginal_myel,fs_l_frontalpole_myel,fs_l_temporalpole_myel,fs_l_transversetemporal_myel,fs_l_insula_myel,fs_r_bankssts_myel,fs_r_caudalanteriorcingulate_myel,fs_r_caudalmiddlefrontal_myel,fs_r_cuneus_myel,fs_r_entorhinal_myel,fs_r_fusiform_myel,fs_r_inferiorparietal_myel,fs_r_inferiortemporal_myel,fs_r_isthmuscingulate_myel,fs_r_lateraloccipital_myel,fs_r_lateralorbitofrontal_myel,fs_r_lingual_myel,fs_r_medialorbitofrontal_myel,fs_r_middletemporal_myel,fs_r_parahippocampal_myel,fs_r_paracentral_myel,fs_r_parsopercularis_myel,fs_r_parsorbitalis_myel,fs_r_parstriangularis_myel,fs_r_pericalcarine_myel,fs_r_postcentral_myel,fs_r_posteriorcingulate_myel,fs_r_precentral_myel,fs_r_precuneus_myel,fs_r_rostralanteriorcingulate_myel,fs_r_rostralmiddlefrontal_myel,fs_r_superiorfrontal_myel,fs_r_superiorparietal_myel,fs_r_superiortemporal_myel,fs_r_supramarginal_myel,fs_r_frontalpole_myel,fs_r_temporalpole_myel,fs_r_transversetemporal_myel,fs_r_insula_myel
108222,1.3285,0.811,1.2958,1.5181,1.1593,1.2858,1.3035,1.2181,1.1868,1.457,1.2453,1.4702,1.1676,1.242,1.4169,1.4252,1.2765,1.2064,1.2903,1.5396,1.4473,1.108,1.4407,1.3338,0.9081,1.2257,1.2331,1.3558,1.3103,1.2785,1.2035,1.0777,1.63,1.2333,1.4698,1.3047,1.2348,1.3023,1.0766,1.3144,1.4053,1.3913,1.338,1.4545,1.2467,1.2667,1.2378,1.4986,1.1792,1.4108,1.1032,1.2066,1.1927,1.3874,1.3738,1.2971,1.286,1.3028,1.1872,1.2077,1.3296,1.3336,0.2591,1.2105,1.2194,0.7391,0,0.3283
108323,1.3219,0.8247,1.295,1.5176,1.1676,1.2976,1.3111,1.2221,1.175,1.4639,1.2325,1.4874,1.1622,1.2395,1.3362,1.449,1.2678,1.2192,1.2896,1.5478,1.4333,1.113,1.4545,1.3307,0.9318,1.2266,1.2319,1.3578,1.3131,1.2844,1.1422,1.0726,1.6076,1.2455,1.4811,1.3042,1.2357,1.3143,1.0911,1.3362,1.4114,1.3883,1.3223,1.4468,1.2341,1.2726,1.2197,1.4753,1.1641,1.4157,1.1072,1.1873,1.1718,1.3742,1.3782,1.3217,1.289,1.3166,1.1901,1.2047,1.3257,1.3363,0.2555,1.2202,1.2198,0.7665,0,0.3626
108525,1.3181,0.828,1.2961,1.5263,1.2072,1.2961,1.3007,1.2147,1.2091,1.4614,1.2357,1.4797,1.1612,1.2464,1.3801,1.453,1.2693,1.2148,1.2879,1.5546,1.4529,1.0924,1.4387,1.3368,0.9054,1.229,1.2326,1.3531,1.3252,1.277,1.1787,1.0212,1.6531,1.2264,1.4677,1.2943,1.2275,1.312,1.1071,1.3169,1.4054,1.4084,1.2999,1.4458,1.2371,1.2885,1.2329,1.4706,1.1616,1.418,1.1042,1.1771,1.2039,1.3629,1.3938,1.303,1.2871,1.31,1.1934,1.2094,1.3272,1.3278,0.2548,1.2105,1.2216,0.779,0,0.3289
108828,1.3625,0.8049,1.2933,1.5239,1.1474,1.2867,1.2994,1.2304,1.1607,1.4643,1.2149,1.4778,1.2806,1.2301,1.3621,1.4471,1.2775,1.1928,1.2895,1.5208,1.4453,1.099,1.4587,1.3349,0.8816,1.2341,1.2305,1.3567,1.322,1.2768,1.153,1.0399,1.658,1.1984,1.4551,1.3159,1.239,1.3267,1.102,1.3195,1.4111,1.3928,1.3365,1.4463,1.2442,1.2784,1.2207,1.4662,1.1757,1.4241,1.1042,1.1848,1.1772,1.3984,1.3763,1.2914,1.2906,1.3002,1.1805,1.2129,1.3332,1.3309,0.2511,1.2183,1.1983,0.7293,0,0.3479
109123,1.3262,0.8273,1.3027,1.5272,1.1615,1.2931,1.3079,1.2232,1.1795,1.4624,1.2353,1.4465,1.1801,1.2463,1.4064,1.4685,1.2743,1.1821,1.3114,1.5762,1.4324,1.0967,1.452,1.327,0.9026,1.2263,1.23,1.3555,1.3094,1.2799,1.1455,1.011,1.6874,1.2164,1.4605,1.3024,1.2338,1.3241,1.0844,1.3201,1.4061,1.3992,1.3049,1.4527,1.2463,1.2817,1.2334,1.4776,1.1847,1.4205,1.1022,1.1823,1.1816,1.3771,1.3815,1.3026,1.2918,1.3079,1.1815,1.2101,1.3284,1.3375,0.2545,1.2177,1.2214,0.7952,0,0.3365
109830,1.3289,0.8182,1.3071,1.5134,1.1657,1.2908,1.3051,1.2309,1.3066,1.4629,1.2455,1.4499,1.1607,1.2441,1.3782,1.451,1.2718,1.2271,1.2798,1.5365,1.4304,1.104,1.4524,1.33,0.9107,1.2222,1.2309,1.3513,1.3109,1.2914,1.152,1.0475,1.6396,1.2463,1.4785,1.3163,1.2276,1.3101,1.0868,1.3272,1.4022,1.397,1.3191,1.4546,1.2598,1.2749,1.2327,1.4615,1.184,1.4195,1.1101,1.1451,1.1887,1.3979,1.3767,1.3104,1.303,1.299,1.1844,1.2019,1.3311,1.3312,0.2662,1.211,1.2148,0.8518,0,0.346
110007,1.3172,0.8157,1.2988,1.5205,1.2058,1.3021,1.3063,1.2148,1.2327,1.4675,1.241,1.5075,1.1476,1.2282,1.3114,1.4575,1.2669,1.1958,1.2828,1.5151,1.4421,1.0904,1.4612,1.3204,0.9015,1.2375,1.2301,1.3592,1.2986,1.2785,1.1855,1.0708,1.6611,1.2518,1.4427,1.3156,1.2334,1.3071,1.0725,1.3291,1.4093,1.3652,1.3178,1.4389,1.2422,1.2426,1.2468,1.4842,1.1937,1.4024,1.1063,1.1549,1.1911,1.4251,1.3733,1.3172,1.2938,1.3054,1.1964,1.2053,1.3348,1.3403,0.2525,1.2145,1.212,0.7671,0,0.3352
110411,1.321,0.7826,1.302,1.5391,1.2001,1.2925,1.301,1.2208,1.2165,1.4639,1.2399,1.4685,1.1748,1.2465,1.4018,1.4706,1.2687,1.2131,1.301,1.5871,1.4289,1.1089,1.4623,1.3186,0.8867,1.225,1.2269,1.357,1.3086,1.2928,1.185,1.067,1.7284,1.2306,1.4402,1.2951,1.2351,1.294,1.0898,1.3265,1.4025,1.3801,1.3298,1.4595,1.2511,1.2726,1.214,1.4981,1.1812,1.4111,1.1072,1.1905,1.1842,1.416,1.382,1.299,1.2921,1.3028,1.1993,1.2062,1.3318,1.3288,0.2621,1.2173,1.2401,0.8085,0,0.3313
110613,1.3085,0.8318,1.3097,1.5004,1.146,1.2972,1.3101,1.2178,1.1442,1.4607,1.2408,1.4811,1.2049,1.2441,1.3735,1.4447,1.2733,1.2085,1.285,1.5936,1.4354,1.1041,1.4562,1.3368,0.9226,1.2321,1.2323,1.3642,1.315,1.278,1.149,1.0375,1.6855,1.2656,1.457,1.2884,1.235,1.3065,1.0816,1.3214,1.4109,1.386,1.3354,1.4464,1.2404,1.2873,1.2294,1.4704,1.1649,1.4119,1.1134,1.1853,1.1903,1.373,1.3904,1.2882,1.3029,1.2995,1.2112,1.1985,1.3336,1.341,0.2575,1.2134,1.2412,0.7615,0,0.3369
111009,1.3345,0.8238,1.2998,1.5144,1.1697,1.2966,1.3109,1.2107,1.2087,1.4664,1.2372,1.4791,1.1827,1.2424,1.4398,1.4483,1.2824,1.2103,1.2801,1.5514,1.4353,1.1127,1.458,1.3315,0.891,1.2335,1.2341,1.3609,1.3076,1.2854,1.172,1.0101,1.6644,1.2348,1.4437,1.2736,1.2424,1.3236,1.0995,1.3153,1.4032,1.3846,1.3254,1.4617,1.2463,1.2873,1.2467,1.5254,1.1664,1.4225,1.103,1.1911,1.1939,1.3745,1.3784,1.3164,1.2883,1.2945,1.1974,1.2065,1.3345,1.3347,0.2652,1.2169,1.2293,0.7515,0,0.3388
111211,1.3488,0.8181,1.3024,1.5305,1.1715,1.2969,1.3061,1.2209,1.2073,1.4704,1.2286,1.4615,1.1596,1.2461,1.3903,1.4422,1.2695,1.2042,1.2995,1.5494,1.4362,1.1028,1.4562,1.3373,0.8931,1.2278,1.2278,1.3602,1.3086,1.2866,1.1547,1.0111,1.6712,1.2298,1.4482,1.2786,1.2347,1.2997,1.0938,1.323,1.4081,1.4005,1.3295,1.45,1.2468,1.2827,1.2282,1.4852,1.1597,1.4163,1.0955,1.1997,1.1852,1.3901,1.3883,1.3015,1.2858,1.3079,1.2048,1.2033,1.3334,1.3387,0.2606,1.2197,1.2551,0.7704,0,0.3217
111312,1.3424,0.8143,1.3206,1.5274,1.1817,1.3017,1.3048,1.2099,1.2042,1.4551,1.251,1.4742,1.1862,1.2245,1.3676,1.4265,1.2752,1.2277,1.2808,1.5783,1.4272,1.0953,1.4533,1.3318,0.8865,1.2294,1.2401,1.3622,1.3119,1.268,1.1626,1.0069,1.6645,1.213,1.4376,1.3062,1.2369,1.3331,1.0785,1.3292,1.4047,1.3761,1.2916,1.4438,1.2867,1.279,1.2285,1.5182,1.1872,1.4121,1.115,1.1672,1.1788,1.4054,1.3787,1.3161,1.2949,1.2906,1.1741,1.2073,1.3363,1.3309,0.2583,1.197,1.1902,0.7478,0,0.3429
111413,1.3378,0.8124,1.3083,1.5199,1.171,1.3022,1.3037,1.2181,1.2153,1.46,1.2439,1.4733,1.1566,1.236,1.4579,1.4353,1.2613,1.2067,1.2588,1.5616,1.4453,1.1124,1.456,1.3299,0.9182,1.2303,1.2342,1.3583,1.3088,1.288,1.145,1.0002,1.6049,1.2456,1.4536,1.2915,1.2389,1.2972,1.0985,1.3185,1.4066,1.4052,1.3425,1.4499,1.2525,1.2873,1.2322,1.4763,1.1725,1.406,1.1051,1.218,1.1675,1.3677,1.3832,1.3136,1.2874,1.2872,1.2025,1.2091,1.329,1.3424,0.2748,1.2168,1.2072,0.7508,0,0.3428
111514,1.298,0.7818,1.3016,1.5433,1.2375,1.3016,1.3054,1.21,1.1964,1.4572,1.2531,1.4717,1.175,1.2481,1.3775,1.4695,1.2603,1.1993,1.3004,1.5339,1.4332,1.1001,1.4543,1.3275,0.8971,1.2231,1.2365,1.3553,1.3182,1.2782,1.2171,1.0281,1.699,1.2263,1.4549,1.3078,1.2308,1.3106,1.0936,1.3205,1.4052,1.3706,1.323,1.4572,1.233,1.2774,1.2378,1.4789,1.1746,1.4102,1.1015,1.1753,1.2006,1.3798,1.3789,1.2974,1.2856,1.2974,1.1861,1.2084,1.333,1.3339,0.2726,1.205,1.2053,0.738,0,0.3488
111716,1.3026,0.8134,1.3034,1.515,1.1792,1.2931,1.3099,1.2173,1.25,1.4658,1.2322,1.4837,1.1596,1.24,1.3966,1.4335,1.2797,1.2176,1.295,1.5558,1.4258,1.0867,1.4513,1.3255,0.9065,1.2266,1.2297,1.3556,1.2973,1.2843,1.2024,1.0486,1.6633,1.2181,1.393,1.2956,1.2309,1.312,1.0651,1.3129,1.4043,1.392,1.3199,1.4415,1.2446,1.2688,1.2562,1.5007,1.1811,1.405,1.1045,1.1581,1.1952,1.4289,1.379,1.2974,1.2853,1.2957,1.1775,1.2046,1.3324,1.336,0.2747,1.2036,1.2077,0.7621,0,0.3344
112112,1.3266,0.8477,1.3087,1.5038,1.1173,1.3061,1.3083,1.2077,1.1704,1.458,1.2358,1.4778,1.1505,1.2435,1.4192,1.4689,1.2692,1.1898,1.2839,1.541,1.4289,1.1032,1.4597,1.3337,0.8999,1.2315,1.2304,1.3651,1.3094,1.2907,1.1695,1.0878,1.5927,1.2455,1.4505,1.2838,1.2403,1.3221,1.0582,1.3246,1.4047,1.4009,1.34,1.4461,1.2466,1.2851,1.2381,1.4856,1.1783,1.4305,1.1107,1.1807,1.1941,1.3807,1.3732,1.2997,1.2908,1.3049,1.2216,1.2074,1.3352,1.3355,0.2586,1.2245,1.2033,0.7784,0,0.3277
112314,1.3221,0.8195,1.2976,1.5243,1.1925,1.3057,1.3072,1.2129,1.2,1.468,1.2205,1.4813,1.3308,1.2506,1.3694,1.4292,1.2724,1.2017,1.2779,1.5485,1.4443,1.1172,1.4523,1.3308,0.8848,1.2304,1.2346,1.3671,1.3107,1.2811,1.1527,1.0116,1.668,1.2399,1.4698,1.3024,1.24,1.3221,1.1082,1.3257,1.4136,1.3826,1.3139,1.4523,1.2543,1.2683,1.2318,1.4887,1.1691,1.416,1.1012,1.195,1.1883,1.4176,1.3793,1.316,1.2947,1.3145,1.2034,1.2071,1.3282,1.3403,0.2712,1.2226,1.22,0.7629,0,0.3342
112516,1.3057,0.826,1.3061,1.5088,1.1807,1.2887,1.3056,1.2219,1.1639,1.4625,1.2367,1.4898,1.1664,1.2505,1.4059,1.4345,1.2744,1.2096,1.2889,1.5605,1.4323,1.1134,1.4488,1.3362,0.9175,1.2302,1.2348,1.3621,1.3039,1.2922,1.1853,1.0112,1.6613,1.2596,1.4618,1.3186,1.2512,1.2922,1.0725,1.3259,1.4174,1.3956,1.3433,1.4543,1.2444,1.262,1.2507,1.4941,1.2005,1.4053,1.1101,1.184,1.1882,1.3917,1.3743,1.3221,1.2884,1.3097,1.2075,1.2045,1.3249,1.3348,0.2551,1.2188,1.2234,0.7556,0,0.3405
112819,1.3399,0.8362,1.2988,1.5278,1.1732,1.2939,1.3159,1.2098,1.2473,1.4584,1.2364,1.4882,1.1609,1.2327,1.4545,1.4487,1.2697,1.2388,1.2772,1.5596,1.4508,1.0889,1.4475,1.321,0.8814,1.2281,1.2354,1.3556,1.2982,1.2827,1.2085,1.1005,1.6908,1.2556,1.4846,1.2942,1.2374,1.3362,1.0438,1.3252,1.4125,1.4093,1.3324,1.4507,1.2505,1.28,1.2397,1.505,1.1711,1.4157,1.1077,1.19,1.1965,1.3635,1.3804,1.2882,1.297,1.3062,1.2024,1.2138,1.335,1.3319,0.2687,1.224,1.2204,0.7504,0,0.3376
112920,1.343,0.8188,1.2964,1.5195,1.1616,1.2951,1.3118,1.2143,1.1732,1.4629,1.2451,1.4942,1.1752,1.2432,1.3942,1.4475,1.2594,1.2184,1.2751,1.5399,1.4381,1.0955,1.4604,1.3355,0.9004,1.2314,1.2343,1.359,1.3125,1.2806,1.1926,1.0702,1.6632,1.2261,1.4078,1.282,1.2395,1.312,1.0792,1.3218,1.4078,1.3806,1.3327,1.4562,1.2507,1.2684,1.2202,1.5311,1.1753,1.428,1.1005,1.1678,1.176,1.4347,1.3762,1.3049,1.2963,1.2962,1.2013,1.1987,1.3351,1.3447,0.2546,1.2252,1.2336,0.7743,0,0.3444
113215,1.3314,0.8166,1.3065,1.52,1.1793,1.2937,1.3018,1.2211,1.1957,1.4585,1.2208,1.4804,1.1644,1.2477,1.3942,1.4541,1.2519,1.2372,1.2795,1.5524,1.4408,1.122,1.4516,1.333,0.9039,1.2278,1.2295,1.3593,1.3069,1.2834,1.184,1.0335,1.6822,1.2501,1.432,1.3093,1.2363,1.3085,1.0632,1.3284,1.4126,1.3841,1.3208,1.4473,1.2404,1.2845,1.2218,1.4886,1.1699,1.4224,1.0987,1.1803,1.186,1.4082,1.3874,1.2939,1.2841,1.3074,1.219,1.2059,1.3335,1.3338,0.2564,1.2187,1.2289,0.7422,0,0.3862
113316,1.3163,0.822,1.3055,1.4923,1.1678,1.304,1.3122,1.2194,1.2222,1.4588,1.2396,1.4696,1.1587,1.2418,1.3902,1.4505,1.2724,1.1992,1.2796,1.6031,1.4374,1.1028,1.4517,1.331,0.8947,1.2361,1.2382,1.3591,1.3098,1.2783,1.1837,1.1021,1.6471,1.2575,1.4728,1.2782,1.2372,1.2913,1.1082,1.324,1.3995,1.3927,1.3212,1.4438,1.2517,1.2776,1.2216,1.4849,1.182,1.4256,1.1076,1.1591,1.1942,1.4134,1.3793,1.3041,1.2944,1.3122,1.23,1.2096,1.3315,1.3422,0.2641,1.2186,1.2104,0.7176,0,0.3283
113619,1.3309,0.8059,1.302,1.5182,1.2097,1.2916,1.3046,1.2171,1.2321,1.465,1.2396,1.4631,1.1679,1.2428,1.4104,1.447,1.2627,1.192,1.3043,1.579,1.4343,1.1067,1.4546,1.3328,0.8998,1.2265,1.2349,1.3603,1.302,1.2802,1.1626,1.0248,1.6759,1.2431,1.4476,1.2905,1.2438,1.3521,1.105,1.3082,1.4019,1.4043,1.3318,1.4533,1.2407,1.2825,1.2421,1.4975,1.1736,1.4205,1.1105,1.1821,1.1957,1.3877,1.3784,1.2974,1.287,1.2999,1.1929,1.2045,1.3357,1.3284,0.2594,1.2166,1.2805,0.7326,0,0.3346
113821,1.33,0.8456,1.3078,1.51,1.197,1.2909,1.3042,1.2182,1.1751,1.4564,1.2414,1.474,1.176,1.2423,1.5847,1.4373,1.2783,1.1831,1.3139,1.5578,1.4428,1.0953,1.4523,1.3354,0.9267,1.2314,1.2266,1.366,1.3151,1.2874,1.1321,1.0075,1.6774,1.2479,1.4667,1.2836,1.2479,1.3167,1.0514,1.328,1.4125,1.3872,1.304,1.4543,1.2581,1.2861,1.2475,1.5439,1.1696,1.4265,1.1114,1.168,1.18,1.3891,1.3856,1.3027,1.2907,1.3049,1.1976,1.2004,1.3291,1.3389,0.2607,1.2164,1.2724,0.7863,0,0.3542
113922,1.3444,0.8145,1.2936,1.5098,1.1852,1.3035,1.3085,1.2024,1.1723,1.4644,1.244,1.4766,1.1561,1.2455,1.4897,1.4442,1.2736,1.206,1.2977,1.5665,1.4379,1.0968,1.4491,1.3348,0.8926,1.225,1.2386,1.3649,1.3221,1.2893,1.1882,1.0451,1.6485,1.2339,1.408,1.2879,1.238,1.332,1.071,1.3076,1.4083,1.3797,1.3244,1.4513,1.2484,1.2728,1.2289,1.5832,1.1586,1.4014,1.1043,1.1845,1.192,1.3819,1.3804,1.3063,1.29,1.3121,1.1842,1.2074,1.3309,1.3379,0.2782,1.2098,1.2318,0.692,0,0.3391
114116,1.3552,0.852,1.3042,1.5225,1.2134,1.2901,1.3126,1.2105,1.1877,1.4564,1.2326,1.4863,1.1989,1.2348,1.3872,1.4347,1.2821,1.197,1.2929,1.5491,1.4334,1.1129,1.4583,1.3349,0.9002,1.2306,1.2333,1.3621,1.2983,1.2814,1.1969,1.0861,1.6792,1.2537,1.442,1.2692,1.2406,1.3109,1.0983,1.3091,1.4118,1.3953,1.3327,1.4556,1.2407,1.2813,1.2378,1.4934,1.1849,1.4201,1.1072,1.2016,1.1895,1.4076,1.3772,1.2912,1.2877,1.3203,1.1987,1.2032,1.341,1.3319,0.2615,1.2232,1.1995,0.7542,0,0.3373
114217,1.3389,0.8143,1.304,1.5434,1.2006,1.2945,1.3041,1.2189,1.2045,1.4686,1.2328,1.477,1.1567,1.233,1.3873,1.4395,1.2615,1.2112,1.2872,1.5451,1.4413,1.0962,1.4528,1.3338,0.9038,1.2324,1.2318,1.3527,1.3103,1.2874,1.1878,1.0141,1.6622,1.2378,1.4668,1.3083,1.236,1.2998,1.0916,1.3202,1.4044,1.3383,1.3402,1.4646,1.2619,1.2734,1.2347,1.5276,1.1714,1.4183,1.1051,1.1678,1.1932,1.393,1.3731,1.3149,1.2962,1.302,1.1883,1.2034,1.3301,1.3328,0.2565,1.2113,1.2555,0.7033,0,0.3499
114318,1.3251,0.8273,1.317,1.5029,1.2051,1.3067,1.3118,1.223,1.205,1.4543,1.246,1.4733,1.1864,1.2295,1.4003,1.4623,1.2665,1.2151,1.2796,1.5727,1.4311,1.099,1.4626,1.3344,0.9102,1.2255,1.2341,1.3547,1.3119,1.2911,1.131,1.0097,1.648,1.2539,1.4829,1.2702,1.2492,1.3254,1.1184,1.3153,1.4152,1.3929,1.3307,1.4449,1.2469,1.2854,1.227,1.4768,1.1606,1.4207,1.0994,1.1748,1.1814,1.4234,1.382,1.3066,1.2995,1.2938,1.1827,1.202,1.3362,1.3306,0.2611,1.2181,1.2676,0.7745,0,0.3492
114419,1.3407,0.8028,1.3012,1.5192,1.2265,1.2905,1.3044,1.21,1.1973,1.4701,1.2463,1.4805,1.1622,1.2293,1.3906,1.4525,1.2679,1.1894,1.3026,1.5409,1.4294,1.0775,1.468,1.3208,0.894,1.2241,1.2345,1.3603,1.3073,1.2786,1.1772,1.0496,1.6627,1.2357,1.434,1.3074,1.2381,1.3309,1.0855,1.3153,1.4101,1.3943,1.3501,1.4519,1.2394,1.2769,1.2268,1.4543,1.1635,1.4017,1.0966,1.1858,1.2121,1.3756,1.3862,1.307,1.2948,1.2975,1.1807,1.2059,1.3296,1.3402,0.2576,1.1966,1.2003,0.7525,0,0.3401
114621,1.3224,0.8211,1.2947,1.5144,1.1543,1.2877,1.3054,1.2247,1.1809,1.4578,1.2446,1.4649,1.1715,1.2372,1.4463,1.4502,1.2618,1.2044,1.2747,1.5785,1.4418,1.1028,1.4493,1.3333,0.8966,1.229,1.2324,1.3638,1.3081,1.2884,1.2052,1.0398,1.63,1.2305,1.4778,1.3176,1.2267,1.3355,1.0816,1.3301,1.4019,1.3805,1.3037,1.4497,1.2462,1.2784,1.226,1.4869,1.1813,1.4243,1.1005,1.1707,1.1976,1.3728,1.3767,1.3061,1.2847,1.3066,1.1912,1.203,1.3297,1.3332,0.2557,1.2137,1.2531,0.7841,0,0.341
114823,1.3212,0.829,1.3028,1.5216,1.174,1.2812,1.3046,1.2298,1.1846,1.4657,1.2481,1.488,1.1589,1.2411,1.4347,1.46,1.2742,1.2183,1.2704,1.54,1.4491,1.1062,1.4501,1.3257,0.9164,1.2289,1.2304,1.3611,1.301,1.2855,1.1935,1.0604,1.7148,1.2223,1.4624,1.3101,1.2365,1.3257,1.0736,1.3189,1.4084,1.382,1.3434,1.452,1.2575,1.2638,1.2292,1.4832,1.1788,1.4052,1.1074,1.1873,1.1959,1.392,1.3768,1.3155,1.2899,1.2872,1.202,1.2074,1.3328,1.3389,0.2646,1.2171,1.2409,0.7986,0,0.3363
115017,1.3418,0.8197,1.304,1.5253,1.1846,1.2844,1.3066,1.2224,1.2251,1.4656,1.2118,1.4934,1.3259,1.2328,1.3624,1.4309,1.2769,1.1865,1.2973,1.5156,1.4436,1.0916,1.4476,1.3268,0.8646,1.2267,1.2338,1.3597,1.2981,1.2785,1.1886,1.0167,1.6766,1.2369,1.4479,1.2839,1.2351,1.3223,1.0878,1.329,1.4052,1.3701,1.3086,1.4558,1.2437,1.2709,1.2474,1.5088,1.1719,1.4151,1.1092,1.1809,1.1859,1.3876,1.3809,1.3106,1.2903,1.3027,1.1933,1.205,1.3301,1.336,0.254,1.2132,1.2068,0.7519,0,0.3468
115219,1.3363,0.8173,1.2985,1.5316,1.1502,1.2969,1.3018,1.2149,1.231,1.4591,1.2379,1.474,1.1697,1.2505,1.3537,1.4358,1.267,1.2151,1.2827,1.5358,1.4369,1.0768,1.454,1.3375,0.9217,1.2251,1.2263,1.356,1.3121,1.2817,1.1241,1.0718,1.5835,1.2293,1.4474,1.2961,1.2289,1.3064,1.0692,1.31,1.4055,1.4018,1.3227,1.4467,1.2437,1.2813,1.2176,1.4654,1.1975,1.4129,1.1139,1.1693,1.1767,1.3864,1.3763,1.312,1.2959,1.3061,1.1894,1.2008,1.3268,1.3398,0.2673,1.22,1.2405,0.7869,0,0.327
115320,1.3407,0.8117,1.2944,1.5204,1.2009,1.2863,1.2987,1.2207,1.1678,1.4627,1.2374,1.49,1.1576,1.2335,1.3619,1.4369,1.2823,1.1887,1.2736,1.5513,1.4396,1.0891,1.4545,1.3301,0.9126,1.2267,1.2352,1.3592,1.3091,1.2785,1.2145,1.0339,1.6446,1.2342,1.4371,1.3063,1.2333,1.292,1.0575,1.3237,1.4142,1.4079,1.3159,1.4513,1.2539,1.2924,1.2241,1.4711,1.1715,1.4122,1.1026,1.1768,1.1872,1.3774,1.3762,1.3156,1.2888,1.2912,1.1951,1.2021,1.3294,1.3387,0.2558,1.2098,1.1879,0.7706,0,0.3383
115724,1.3394,0.8392,1.3249,1.4998,1.1548,1.2904,1.2999,1.2248,1.2058,1.4672,1.228,1.4848,1.1802,1.2479,1.3863,1.4358,1.2678,1.1713,1.2878,1.5588,1.4419,1.1181,1.4437,1.3286,0.9146,1.2258,1.2339,1.3608,1.3014,1.285,1.1871,1.0704,1.6691,1.2694,1.4585,1.3078,1.243,1.3012,1.0629,1.3118,1.4025,1.3796,1.3319,1.4479,1.2133,1.2628,1.2195,1.5086,1.1821,1.4181,1.106,1.1748,1.1628,1.4102,1.3759,1.2989,1.2916,1.3083,1.2257,1.2049,1.3334,1.3378,0.2603,1.2279,1.2294,0.7737,0,0.4403
115825,1.3326,0.8123,1.3034,1.5264,1.1479,1.2859,1.3024,1.2241,1.1501,1.4834,1.2445,1.482,1.1639,1.231,1.4138,1.4652,1.2697,1.1827,1.2813,1.5856,1.4364,1.1055,1.4598,1.3305,0.9117,1.2349,1.2346,1.3539,1.2993,1.2791,1.1478,1.0701,1.6423,1.2464,1.4644,1.3125,1.2306,1.314,1.0734,1.3182,1.4049,1.3717,1.3343,1.4796,1.2427,1.2802,1.2407,1.4864,1.1915,1.4184,1.1004,1.1843,1.1806,1.3589,1.3921,1.3071,1.2904,1.2981,1.2037,1.2067,1.3329,1.3313,0.2525,1.2103,1.217,0.8484,0,0.3412
116221,1.3322,0.8197,1.2935,1.5199,1.1843,1.2822,1.3049,1.222,1.1851,1.4622,1.2301,1.4806,1.1886,1.2407,1.4435,1.4313,1.2754,1.2058,1.298,1.541,1.4412,1.0947,1.4494,1.3317,0.9081,1.2292,1.2309,1.355,1.3088,1.2924,1.1723,1.0441,1.6299,1.2361,1.4311,1.305,1.2277,1.3064,1.0614,1.3172,1.402,1.3717,1.3289,1.4678,1.2634,1.2808,1.2305,1.4914,1.1859,1.4327,1.1079,1.1668,1.1883,1.3504,1.3748,1.3174,1.2868,1.301,1.1787,1.2068,1.3295,1.336,0.2577,1.2196,1.2211,0.7348,0,0.3344
116423,1.2978,0.8317,1.2918,1.5293,1.1478,1.3044,1.3099,1.2224,1.1637,1.459,1.244,1.4825,1.1564,1.254,1.3797,1.4426,1.2678,1.197,1.2977,1.5457,1.4389,1.1057,1.4458,1.3269,0.9079,1.2386,1.2309,1.3646,1.3109,1.2854,1.1045,1.0355,1.6399,1.2158,1.4781,1.2988,1.237,1.3066,1.0997,1.3145,1.4051,1.3891,1.3172,1.4529,1.2411,1.2917,1.232,1.4876,1.191,1.4009,1.1082,1.1696,1.1966,1.3378,1.3747,1.3038,1.2894,1.3055,1.2243,1.2091,1.3269,1.3373,0.2493,1.2185,1.2507,0.7755,0,0.3319
