Subjects,fs_l_bankssts_myel,fs_l_caudalanteriorcingulate_myel,fs_l_caudalmiddlefrontal_myel,fs_l_cuneus_myel,fs_l_entorhinal_myel,fs_l_fusiform_myel,fs_l_inferiorparietal_myel,fs_l_inferiortemporal_myel,fs_l_isthmuscingulate_myel,fs_l_lateraloccipital_myel,fs_l_lateralorbitofrontal_myel,fs_l_lingual_myel,fs_l_medialorbitofrontal_myel,fs_l_middletemporal_myel,fs_l_parahippocampal_myel,fs_l_paracentral_myel,fs_l_parsopercularis_myel,fs_l_parsorbitalis_myel,fs_l_parstriangularis_myel,fs_l_pericalcarine_myel,fs_l_postcentral_myel,fs_l_posteriorcingulate_myel,fs_l_precentral_myel,fs_l_precuneus_myel,fs_l_rostralanteriorcingulate_myel,fs_l_rostralmiddlefrontal_myel,fs_l_superiorfrontal_myel,fs_l_superiorparietal_myel,fs_l_superiortemporal_myel,fs_l_supramarginal_myel,fs_l_frontalpole_myel,fs_l_temporalpole_myel,fs_l_transversetemporal_myel,fs_l_insula_myel,fs_r_bankssts_myel,fs_r_caudalanteriorcingulate_myel,fs_r_caudalmiddlefrontal_myel,fs_r_cuneus_myel,fs_r_entorhinal_myel,fs_r_fusiform_myel,fs_r_inferiorparietal_myel,fs_r_inferiortemporal_myel,fs_r_isthmuscingulate_myel,fs_r_lateraloccipital_myel,fs_r_lateralorbitofrontal_myel,fs_r_lingual_myel,fs_r_medialorbitofrontal_myel,fs_r_middletemporal_myel,fs_r_parahippocampal_myel,fs_r_paracentral_myel,fs_r_parsopercularis_myel,fs_r_parsorbitalis_myel,fs_r_parstriangularis_myel,fs_r_pericalcarine_myel,fs_r_postcentral_myel,fs_r_posteriorcingulate_myel,fs_r_precentral_myel,fs_r_precuneus_myel,fs_r_rostralanteriorcingulate_myel,fs_r_rostralmiddlefrontal_myel,fs_r_superiorfrontal_myel,fs_r_superiorparietal_myel,fs_r_superiortemporal_myel,fs_r_supramarginal_myel,fs_r_frontalpole_myel,fs_r_temporalpole_myel,fs_r_transversetemporal_myel,fs_r_insula_myel
228434,1.3387,0.8113,1.3126,1.5245,1.1608,1.3001,1.3093,1.2151,1.1641,1.4713,1.2429,1.4667,1.1773,1.2328,1.4099,1.4423,1.2741,1.1965,1.2868,1.5542,1.4354,1.0809,1.4512,1.3456,0.9233,1.234,1.2381,1.3622,1.3054,1.291,1.1665,1.0512,1.6773,1.234,1.4449,1.3107,1.2409,1.316,1.0884,1.3196,1.4195,1.3862,1.323,1.4551,1.2517,1.286,1.2439,1.4928,1.1777,1.4137,1.1105,1.1765,1.1946,1.401,1.39,1.3103,1.2891,1.3039,1.1529,1.2144,1.3324,1.3322,0.2557,1.2188,1.2093,0.7742,0,0.331
231928,1.3394,0.7949,1.3077,1.5111,1.1795,1.2953,1.298,1.2136,1.1819,1.4563,1.2302,1.4805,1.2259,1.2372,1.3923,1.4518,1.2705,1.1903,1.2922,1.5525,1.4339,1.0893,1.4608,1.3247,0.8833,1.2321,1.2266,1.3605,1.2948,1.2756,1.213,1.0659,1.9107,1.1847,1.4894,1.3046,1.2352,1.3123,1.0867,1.3249,1.3986,1.3763,1.3125,1.445,1.2321,1.2757,1.2269,1.5149,1.1615,1.4105,1.0869,1.1704,1.2198,1.4025,1.3776,1.3157,1.2962,1.2957,1.1757,1.2028,1.335,1.336,0.2545,1.2016,1.2535,0.7756,0,0.3223
233326,1.3389,0.8176,1.3025,1.5251,1.1756,1.2946,1.31,1.2251,1.2091,1.4529,1.2433,1.4833,1.1564,1.2395,1.4046,1.4352,1.2671,1.1926,1.2986,1.5522,1.4301,1.0897,1.4527,1.3271,0.8993,1.2264,1.2317,1.3522,1.312,1.2889,1.2348,1.0269,1.7033,1.2248,1.4584,1.303,1.2378,1.3071,1.0956,1.3224,1.4087,1.3954,1.3494,1.447,1.2239,1.2752,1.2329,1.4874,1.1694,1.3989,1.1078,1.1952,1.1886,1.3983,1.3892,1.3032,1.2865,1.303,1.1806,1.204,1.3244,1.3259,0.2599,1.2048,1.1939,0.8845,0,0.3683
236130,1.3464,0.8142,1.2947,1.5124,1.1568,1.3044,1.3086,1.214,1.1969,1.4581,1.2354,1.5005,1.168,1.2487,1.364,1.4415,1.2721,1.2249,1.2859,1.5936,1.4392,1.12,1.4445,1.3311,0.9098,1.2274,1.2322,1.3578,1.3098,1.2818,1.2053,1.0752,1.6618,1.255,1.4578,1.2906,1.2424,1.3044,1.0932,1.3335,1.4037,1.3809,1.3276,1.4519,1.2511,1.2727,1.2357,1.5156,1.1674,1.3948,1.1047,1.1624,1.1979,1.3822,1.3858,1.288,1.2866,1.3177,1.195,1.1992,1.334,1.3398,0.2504,1.2179,1.2392,0.7557,0,0.3359
237334,1.3352,0.8358,1.2919,1.512,1.2213,1.3001,1.3011,1.2118,1.1969,1.4611,1.2259,1.4569,1.2093,1.248,1.3961,1.4532,1.2826,1.2345,1.2826,1.5846,1.4327,1.109,1.4609,1.3239,0.9016,1.2241,1.2319,1.3618,1.3043,1.2786,1.1763,1.0188,1.6884,1.2476,1.4868,1.2912,1.2215,1.3064,1.0905,1.3181,1.4046,1.386,1.319,1.4539,1.2486,1.2728,1.2085,1.4934,1.1694,1.4103,1.1033,1.1888,1.1972,1.3884,1.389,1.2998,1.2937,1.3163,1.2049,1.1996,1.3367,1.3375,0.2599,1.2185,1.2256,0.7494,0,0.3394
238033,1.3318,0.8181,1.2871,1.5238,1.1929,1.2988,1.308,1.2214,1.2153,1.462,1.2221,1.4648,1.1989,1.2341,1.4069,1.4363,1.2701,1.2115,1.2729,1.5546,1.4396,1.1087,1.4496,1.335,0.8896,1.2262,1.234,1.3559,1.3139,1.2875,1.1257,1.0085,1.6609,1.2295,1.462,1.3009,1.2365,1.3501,1.0795,1.3321,1.407,1.3877,1.3311,1.45,1.2688,1.2768,1.2196,1.4978,1.1615,1.405,1.0969,1.182,1.1855,1.4019,1.3754,1.315,1.287,1.3082,1.1888,1.2061,1.3315,1.3318,0.2662,1.2185,1.183,0.8235,0,0.3434
239944,1.3046,0.8119,1.2987,1.508,1.2034,1.2929,1.3086,1.2201,1.18,1.4586,1.237,1.473,1.1674,1.2524,1.4034,1.4497,1.2636,1.2181,1.2881,1.5601,1.4422,1.11,1.4552,1.3352,0.9125,1.2246,1.2321,1.3481,1.3137,1.2843,1.1764,1.0347,1.6561,1.2275,1.4689,1.2895,1.2334,1.3042,1.0966,1.3078,1.4002,1.3981,1.3467,1.4579,1.2463,1.2973,1.2289,1.4856,1.1895,1.4239,1.099,1.1892,1.1877,1.3643,1.3805,1.2973,1.2902,1.3065,1.1776,1.21,1.3333,1.3309,0.2558,1.2178,1.2607,0.7595,0,0.3318
245333,1.3555,0.8349,1.3058,1.5441,1.2071,1.2973,1.3168,1.2233,1.1728,1.4586,1.2355,1.4747,1.1558,1.2389,1.404,1.4475,1.2684,1.2178,1.2848,1.5611,1.4349,1.1043,1.4622,1.3375,0.9061,1.2278,1.2296,1.3552,1.3054,1.292,1.1714,1.0442,1.6703,1.2729,1.4489,1.2865,1.2382,1.3178,1.1021,1.3193,1.4036,1.3944,1.3105,1.4557,1.2397,1.282,1.2114,1.4866,1.1787,1.4186,1.1004,1.193,1.2105,1.3997,1.3718,1.3035,1.2941,1.3038,1.2474,1.2032,1.3392,1.3402,0.2499,1.2145,1.2497,0.7724,0,0.3244
246133,1.3321,0.8387,1.3073,1.539,1.1892,1.3012,1.3024,1.2065,1.1791,1.4639,1.2438,1.4726,1.1621,1.2446,1.3706,1.4522,1.2783,1.2023,1.27,1.5357,1.4381,1.1063,1.4638,1.3344,0.9089,1.2328,1.2278,1.3594,1.3059,1.2932,1.182,1.0602,1.6375,1.2397,1.4698,1.2864,1.2426,1.2858,1.0899,1.319,1.4164,1.3969,1.3222,1.4499,1.2267,1.2869,1.2355,1.4694,1.1688,1.4006,1.1051,1.1642,1.1933,1.393,1.3815,1.3007,1.2965,1.312,1.1969,1.2049,1.335,1.3371,0.2618,1.2171,1.2256,0.8213,0,0.3537
248238,1.3326,0.7999,1.3044,1.4902,1.2073,1.2849,1.3112,1.2109,1.199,1.4741,1.2281,1.4697,1.2613,1.2409,1.4305,1.4461,1.2513,1.2013,1.3,1.5653,1.437,1.112,1.4522,1.3294,0.899,1.2292,1.2286,1.3586,1.3134,1.2773,1.1645,1.0418,1.6475,1.2425,1.481,1.295,1.2258,1.3002,1.0886,1.32,1.4097,1.3863,1.3305,1.4547,1.2098,1.2732,1.2362,1.4941,1.1688,1.4248,1.0993,1.1803,1.1716,1.4034,1.3718,1.3066,1.2996,1.3024,1.1824,1.2065,1.3304,1.3327,0.2571,1.2143,1.2598,0.752,0,0.3866
248339,1.3205,0.8109,1.2985,1.5091,1.1825,1.3057,1.3112,1.2212,1.138,1.4684,1.2443,1.4898,1.1745,1.2325,1.4117,1.4396,1.2597,1.1922,1.2975,1.5643,1.4451,1.082,1.446,1.3381,0.887,1.2292,1.2362,1.3606,1.3191,1.2803,1.1492,1.0559,1.6533,1.2363,1.4484,1.2898,1.2332,1.3391,1.0653,1.3218,1.4118,1.3921,1.3216,1.4536,1.234,1.2884,1.2533,1.5032,1.1753,1.4097,1.105,1.17,1.2196,1.3927,1.3788,1.3083,1.2919,1.2934,1.1926,1.2134,1.3301,1.3317,0.2506,1.2138,1.1865,0.7495,0,0.3333
249947,1.3301,0.8331,1.2998,1.5135,1.2263,1.281,1.3053,1.2068,1.1708,1.4579,1.2354,1.4761,1.1749,1.2396,1.4917,1.4356,1.2851,1.2229,1.281,1.5597,1.4324,1.1081,1.4485,1.3278,0.9082,1.2282,1.2323,1.3588,1.3002,1.2892,1.1593,1.0223,1.6177,1.2717,1.4604,1.301,1.234,1.325,1.0648,1.3219,1.4052,1.3981,1.3219,1.4558,1.2528,1.2915,1.2469,1.506,1.1624,1.4195,1.1004,1.1845,1.1819,1.3732,1.3729,1.3185,1.2899,1.3074,1.2218,1.2048,1.3389,1.3319,0.2599,1.2121,1.2613,0.7629,0,0.345
250427,1.3212,0.8022,1.3037,1.5535,1.1689,1.2808,1.2979,1.2336,1.1697,1.4723,1.252,1.4968,1.1633,1.2234,1.3711,1.4226,1.2684,1.1875,1.2827,1.5347,1.4428,1.0904,1.4589,1.3337,0.8731,1.2322,1.2331,1.352,1.3093,1.279,1.208,1.0001,1.6711,1.2349,1.3951,1.2913,1.2331,1.2993,1.0865,1.3339,1.4056,1.3927,1.3405,1.4423,1.2547,1.274,1.237,1.5052,1.1553,1.4264,1.0925,1.1742,1.2035,1.4073,1.386,1.2917,1.2836,1.289,1.1845,1.207,1.3271,1.3318,0.2502,1.205,1.2099,0.7788,0,0.33
250932,1.3141,0.7849,1.3044,1.5044,1.1569,1.2942,1.2961,1.2253,1.2026,1.4615,1.2418,1.4549,1.1647,1.2421,1.6115,1.4517,1.277,1.2181,1.2896,1.5784,1.4337,1.0954,1.4587,1.3208,0.9148,1.2208,1.2326,1.3612,1.3109,1.2833,1.1701,1.0161,1.6525,1.2423,1.4623,1.2949,1.2356,1.2989,1.0642,1.3164,1.4021,1.3907,1.3161,1.4501,1.2504,1.3029,1.2328,1.4896,1.1615,1.4239,1.1042,1.1917,1.1875,1.3402,1.3836,1.3039,1.2873,1.3006,1.2031,1.1983,1.3338,1.3394,0.2641,1.2154,1.2549,0.7508,0,0.3334
251833,1.3317,0.8288,1.2953,1.5207,1.166,1.2918,1.3057,1.2136,1.2303,1.4453,1.226,1.5133,1.2449,1.2435,1.4153,1.4469,1.274,1.2114,1.2794,1.5123,1.4368,1.0819,1.4525,1.3248,0.8997,1.2299,1.2325,1.355,1.3076,1.2794,1.1841,1.0358,1.6635,1.2334,1.4246,1.2925,1.2262,1.3003,1.063,1.3216,1.4076,1.3881,1.3401,1.4555,1.253,1.2688,1.2324,1.5045,1.1705,1.4285,1.1,1.1867,1.189,1.3839,1.3909,1.2923,1.2845,1.3028,1.2142,1.2,1.3369,1.3328,0.2646,1.208,1.242,0.7283,0,0.3364
255639,1.3124,0.8393,1.3025,1.5439,1.1932,1.2935,1.2943,1.2201,1.2107,1.4703,1.2415,1.4737,1.2038,1.2409,1.3875,1.4289,1.2604,1.1974,1.2708,1.5701,1.4419,1.106,1.4558,1.3175,0.9026,1.2279,1.2263,1.357,1.3177,1.2828,1.1764,1.0578,1.685,1.2557,1.474,1.3267,1.2361,1.2749,1.1167,1.3141,1.4003,1.3909,1.3218,1.4495,1.2436,1.2667,1.2382,1.4907,1.1712,1.4073,1.1032,1.1831,1.1913,1.4118,1.3792,1.2886,1.2898,1.3107,1.1696,1.1965,1.3333,1.3309,0.2646,1.2178,1.2114,0.7259,0,0.3361
255740,1.3394,0.8345,1.3037,1.5101,1.1475,1.295,1.303,1.2183,1.2027,1.4587,1.2216,1.5021,1.2655,1.2329,1.4107,1.4356,1.269,1.2089,1.2827,1.5809,1.4418,1.0987,1.4465,1.324,0.8955,1.229,1.2331,1.3665,1.3082,1.2874,1.2041,1.0639,1.6341,1.2506,1.4213,1.2984,1.2347,1.2909,1.0882,1.3162,1.4041,1.3751,1.3276,1.4553,1.2387,1.2716,1.2267,1.5236,1.1666,1.4134,1.1107,1.155,1.1851,1.4077,1.3775,1.3093,1.2929,1.3058,1.2024,1.2023,1.3366,1.34,0.2604,1.2217,1.2256,0.7528,0,0.3443
256540,1.3665,0.8277,1.3082,1.5087,1.1641,1.2968,1.3055,1.2143,1.2218,1.4642,1.246,1.476,1.1643,1.2412,1.4241,1.459,1.272,1.2202,1.2758,1.5612,1.4274,1.1082,1.4543,1.3281,0.9037,1.231,1.2307,1.3617,1.3058,1.29,1.2225,1.0423,1.6629,1.2486,1.4621,1.3147,1.2311,1.3205,1.0901,1.3234,1.4065,1.3809,1.3262,1.4477,1.242,1.2827,1.2291,1.4852,1.1798,1.403,1.1059,1.195,1.1935,1.401,1.3777,1.294,1.2855,1.2953,1.1827,1.2019,1.331,1.3318,0.2609,1.2157,1.2351,0.7463,0,0.3338
257542,1.3585,0.8248,1.2961,1.5154,1.1736,1.2895,1.3046,1.229,1.1913,1.4716,1.2372,1.4955,1.1903,1.2308,1.3629,1.4226,1.2747,1.1947,1.2813,1.574,1.4403,1.114,1.4452,1.3308,0.9014,1.2313,1.2284,1.3534,1.3079,1.2897,1.1875,1.1066,1.6679,1.2491,1.4427,1.2867,1.2508,1.33,1.0938,1.315,1.4052,1.3816,1.3465,1.4537,1.2434,1.2743,1.2445,1.5044,1.1697,1.4014,1.1039,1.1782,1.1881,1.3911,1.3785,1.2983,1.2873,1.3094,1.1708,1.1998,1.3316,1.34,0.2686,1.2223,1.2657,0.7562,0,0.355
257845,1.3254,0.809,1.2963,1.5062,1.1656,1.2911,1.3024,1.2182,1.1839,1.4632,1.2432,1.4624,1.1596,1.2439,1.3942,1.4385,1.2765,1.2084,1.2677,1.5768,1.4359,1.1017,1.4457,1.3308,0.9035,1.2318,1.234,1.3583,1.315,1.2891,1.1371,1.0369,1.6226,1.2329,1.4469,1.3085,1.2294,1.3314,1.0773,1.3254,1.4037,1.3875,1.3578,1.4505,1.233,1.2676,1.2224,1.4753,1.1795,1.4143,1.1078,1.1882,1.1964,1.402,1.378,1.3114,1.2912,1.2989,1.2091,1.2089,1.3324,1.3276,0.2592,1.2262,1.2228,0.8048,0,0.3403
257946,1.3419,0.8256,1.3082,1.5249,1.1934,1.2945,1.3072,1.2317,1.1781,1.4634,1.2326,1.474,1.1702,1.2254,1.3709,1.4541,1.2665,1.1956,1.2956,1.5518,1.4339,1.1117,1.4513,1.3317,0.9039,1.2301,1.2318,1.3603,1.3061,1.2781,1.182,1.088,1.6208,1.2412,1.4988,1.3326,1.2384,1.3407,1.0826,1.3196,1.4067,1.4025,1.3064,1.448,1.2434,1.2811,1.2197,1.4607,1.1564,1.4149,1.1073,1.1795,1.1873,1.4134,1.3812,1.297,1.2902,1.2974,1.2046,1.2029,1.33,1.3347,0.254,1.215,1.2359,0.7623,0,0.34
263436,1.3277,0.8228,1.3009,1.5071,1.1866,1.2971,1.3021,1.2218,1.2077,1.4717,1.2408,1.4575,1.1739,1.2371,1.3739,1.4371,1.2764,1.2102,1.2789,1.5719,1.4385,1.0937,1.4494,1.3353,0.8973,1.2282,1.2291,1.3579,1.3114,1.2826,1.1388,1.0275,1.671,1.2338,1.4581,1.2976,1.242,1.3128,1.1088,1.319,1.4045,1.37,1.3211,1.4558,1.2281,1.2862,1.21,1.5211,1.1694,1.4029,1.0979,1.2563,1.2291,1.3635,1.3798,1.3047,1.2998,1.311,1.2132,1.2073,1.3275,1.3344,0.2647,1.2131,1.222,0.7568,0,0.332
268749,1.3076,0.8108,1.3136,1.5251,1.1234,1.3127,1.3043,1.2036,1.2347,1.4591,1.2261,1.4869,1.1551,1.2424,1.406,1.4731,1.2637,1.2132,1.2873,1.5248,1.4534,1.0959,1.4491,1.3193,0.9035,1.2369,1.2348,1.363,1.3083,1.2814,1.2596,1.0442,1.6664,1.2434,1.426,1.3046,1.2291,1.3092,1.0601,1.3268,1.4125,1.3715,1.3317,1.4348,1.2406,1.2641,1.2185,1.5006,1.1883,1.4152,1.0984,1.1738,1.1811,1.4134,1.3937,1.3029,1.2848,1.3012,1.1669,1.2093,1.3347,1.3321,0.2744,1.2176,1.2207,0.7538,0,0.3388
268850,1.3331,0.7893,1.3041,1.5227,1.1776,1.3,1.3071,1.2151,1.1486,1.4644,1.2439,1.4822,1.1794,1.2474,1.4217,1.4404,1.2672,1.2207,1.2827,1.5691,1.4351,1.0954,1.4511,1.3306,0.9038,1.2271,1.2342,1.3558,1.3084,1.2794,1.1867,1.0457,1.6971,1.2236,1.476,1.2829,1.2288,1.2952,1.0771,1.3184,1.4016,1.382,1.3149,1.4627,1.2415,1.2779,1.24,1.4832,1.1834,1.4082,1.104,1.1609,1.1941,1.429,1.3882,1.3029,1.2926,1.3028,1.1793,1.2066,1.335,1.3347,0.2492,1.2047,1.2265,0.7619,0,0.3448
270332,1.3519,0.8185,1.302,1.4911,1.1861,1.2965,1.3064,1.2137,1.1993,1.4662,1.2489,1.4877,1.159,1.2346,1.305,1.4412,1.2759,1.197,1.2801,1.5628,1.4406,1.1115,1.4519,1.34,0.9029,1.2319,1.2296,1.3635,1.3099,1.2849,1.1951,1.0459,1.6719,1.2278,1.4342,1.2843,1.233,1.3134,1.0868,1.3087,1.4115,1.3883,1.3314,1.4469,1.2556,1.291,1.2187,1.4935,1.1776,1.4138,1.1071,1.1688,1.1962,1.4045,1.3822,1.3099,1.2913,1.3156,1.1991,1.2133,1.3336,1.3364,0.2686,1.2204,1.2321,0.8321,0,0.3255
274542,1.3428,0.8073,1.3053,1.5219,1.186,1.2835,1.3002,1.2206,1.193,1.4598,1.2549,1.4671,1.1928,1.2299,1.4935,1.4554,1.2678,1.194,1.2873,1.5489,1.446,1.1001,1.4466,1.3287,0.8861,1.2174,1.2388,1.3598,1.2975,1.2765,1.1817,1.0658,1.685,1.2626,1.4533,1.2946,1.2353,1.2977,1.0873,1.3179,1.4063,1.394,1.3096,1.4445,1.2569,1.271,1.2245,1.4807,1.1905,1.41,1.1021,1.2128,1.1748,1.4,1.3884,1.3048,1.2968,1.2883,1.2125,1.2027,1.3301,1.3421,0.2668,1.2128,1.2186,0.7933,0,0.3493
275645,1.3143,0.8203,1.2831,1.5401,1.1535,1.294,1.3028,1.2102,1.1969,1.4717,1.2328,1.4747,1.2014,1.2523,1.3508,1.4392,1.2664,1.1887,1.2713,1.5623,1.4347,1.0978,1.4438,1.3261,0.9148,1.2305,1.2302,1.358,1.3118,1.2775,1.1829,1.0266,1.6574,1.238,1.495,1.2787,1.2401,1.3141,1.0899,1.3314,1.4067,1.3882,1.3232,1.4629,1.2419,1.2799,1.2356,1.4544,1.1653,1.424,1.1028,1.1751,1.1917,1.3722,1.3839,1.2889,1.2887,1.3074,1.1851,1.2051,1.3271,1.3246,0.2508,1.2196,1.2339,0.7679,0,0.3353
280739,1.3305,0.8339,1.3035,1.5136,1.1722,1.2915,1.3043,1.2253,1.1821,1.458,1.23,1.4773,1.1584,1.2453,1.3701,1.4446,1.2672,1.2131,1.2747,1.5613,1.4369,1.092,1.4475,1.3338,0.91,1.2285,1.2317,1.3626,1.3111,1.2824,1.1707,1.0813,1.6582,1.2449,1.4533,1.2802,1.2435,1.3187,1.0735,1.3195,1.4063,1.3783,1.296,1.4461,1.2343,1.2943,1.227,1.5014,1.1738,1.4111,1.1014,1.1923,1.1872,1.4077,1.3815,1.2952,1.2865,1.3069,1.2041,1.2057,1.3282,1.3301,0.2513,1.2197,1.2401,0.7425,0,0.3249
280941,1.3771,0.826,1.3026,1.5252,1.2001,1.3042,1.2952,1.2204,1.204,1.4592,1.2611,1.4848,1.1318,1.2299,1.3857,1.4386,1.2843,1.1898,1.2798,1.568,1.4446,1.1123,1.452,1.3175,0.9181,1.223,1.2336,1.3597,1.3112,1.2734,1.1962,1.0017,1.7277,1.2113,1.4574,1.3081,1.2393,1.2858,1.1034,1.3217,1.4061,1.3804,1.3171,1.4549,1.2371,1.2694,1.2083,1.4969,1.1748,1.4164,1.0914,1.175,1.1823,1.4192,1.3907,1.2991,1.2931,1.2947,1.1964,1.2058,1.333,1.3304,0.2582,1.2199,1.2475,0.7651,0,0.3479
281135,1.3326,0.8185,1.2968,1.5132,1.1577,1.2959,1.3122,1.2146,1.214,1.4571,1.2459,1.4886,1.1511,1.2421,1.3854,1.4373,1.2789,1.225,1.294,1.5427,1.4374,1.1196,1.4491,1.3217,0.9081,1.2325,1.2347,1.3565,1.31,1.2851,1.1507,1.0733,1.6383,1.2347,1.4506,1.2948,1.2249,1.3293,1.0896,1.3231,1.4067,1.3934,1.3105,1.4576,1.2348,1.2755,1.2264,1.4866,1.1805,1.4096,1.1049,1.1698,1.1881,1.373,1.3833,1.2872,1.2921,1.3043,1.2023,1.2058,1.3331,1.3318,0.2747,1.2179,1.2554,0.7582,0,0.3322
283543,1.3362,0.8121,1.292,1.5308,1.1663,1.2941,1.308,1.2368,1.1965,1.4603,1.2426,1.4502,1.152,1.2282,1.3849,1.4404,1.2657,1.2056,1.3133,1.5588,1.4374,1.0857,1.4553,1.3336,0.8911,1.2294,1.2349,1.36,1.321,1.2845,1.1957,1.0337,1.6809,1.2226,1.4577,1.2893,1.2315,1.3244,1.0634,1.3217,1.4116,1.3878,1.3208,1.446,1.2488,1.2834,1.2479,1.4805,1.1759,1.4021,1.1026,1.1713,1.1941,1.4261,1.3834,1.2979,1.2917,1.2937,1.1768,1.2089,1.341,1.3361,0.2624,1.2126,1.192,0.8308,0,0.3314
284646,1.3366,0.8279,1.3065,1.5195,1.1745,1.3025,1.3046,1.2089,1.1957,1.4614,1.2156,1.4872,1.2056,1.2376,1.3535,1.4755,1.2643,1.2128,1.2673,1.5582,1.4501,1.0906,1.4539,1.3313,0.8878,1.23,1.2351,1.3573,1.322,1.2949,1.1559,1.0635,1.6281,1.2398,1.4544,1.3154,1.2381,1.3477,1.086,1.3192,1.4049,1.3972,1.3363,1.4425,1.2514,1.2674,1.2158,1.4808,1.1867,1.4133,1.1036,1.182,1.1931,1.4002,1.3836,1.2839,1.2915,1.292,1.1925,1.2085,1.3388,1.3337,0.2585,1.2096,1.2011,0.7363,0,0.3373
285345,1.3338,0.8357,1.3079,1.5179,1.1657,1.2902,1.3041,1.2232,1.1882,1.4747,1.2259,1.484,1.1878,1.2376,1.3698,1.4523,1.2647,1.221,1.2853,1.5566,1.4345,1.108,1.458,1.3329,0.8976,1.2285,1.2315,1.3605,1.3129,1.2794,1.2141,1.0137,1.6961,1.2403,1.4948,1.2819,1.2412,1.3158,1.0721,1.3175,1.397,1.3895,1.3414,1.4582,1.2302,1.291,1.2179,1.473,1.1758,1.4102,1.1019,1.1567,1.1866,1.3776,1.3822,1.3,1.2902,1.2989,1.1784,1.2076,1.3328,1.3363,0.2542,1.2161,1.2091,0.7624,0,0.4409
285446,1.3552,0.8251,1.2996,1.529,1.1729,1.304,1.302,1.2115,1.1582,1.4691,1.2322,1.483,1.1852,1.2312,1.3655,1.4434,1.2717,1.202,1.2837,1.5752,1.4403,1.098,1.4453,1.3286,0.9223,1.2295,1.2278,1.3607,1.3158,1.2807,1.1622,1.0482,1.6746,1.2312,1.4028,1.3032,1.2244,1.3102,1.0845,1.3226,1.402,1.3889,1.3292,1.4552,1.2392,1.2823,1.2272,1.5004,1.1688,1.3942,1.1003,1.1672,1.1885,1.3718,1.3757,1.303,1.2921,1.3044,1.186,1.2116,1.3331,1.3395,0.2609,1.2201,1.2422,0.7729,0,0.3507
286347,1.3595,0.8195,1.3015,1.5331,1.1567,1.2964,1.3119,1.2192,1.201,1.4638,1.2468,1.4767,1.1825,1.2305,1.3823,1.4638,1.2806,1.204,1.311,1.5363,1.4495,1.0981,1.4463,1.3335,0.8893,1.2305,1.2311,1.359,1.3126,1.2767,1.1792,1.0606,1.6524,1.2324,1.4246,1.2883,1.2415,1.2988,1.0957,1.3329,1.4132,1.3676,1.3056,1.4491,1.2593,1.2718,1.2338,1.531,1.1602,1.4192,1.1047,1.1722,1.1835,1.412,1.3783,1.2971,1.2922,1.3068,1.1955,1.2045,1.3357,1.3394,0.2571,1.2185,1.2345,0.7671,0,0.328
286650,1.3306,0.8229,1.3088,1.4963,1.1453,1.2954,1.3067,1.2168,1.1971,1.4605,1.1941,1.4633,1.3577,1.2273,1.3875,1.4434,1.2765,1.2033,1.313,1.566,1.4387,1.0914,1.4524,1.3246,0.8967,1.2352,1.2307,1.3663,1.3111,1.2794,1.2046,1.0311,1.6487,1.2271,1.4815,1.2773,1.2414,1.293,1.0657,1.327,1.4139,1.3991,1.3361,1.4478,1.2278,1.2661,1.2579,1.4698,1.1557,1.4194,1.1043,1.1843,1.2034,1.3897,1.3948,1.3195,1.2919,1.3109,1.1922,1.2061,1.3323,1.3426,0.2733,1.2189,1.1842,0.7864,0,0.3512
287248,1.3471,0.7812,1.2968,1.5024,1.1843,1.3007,1.3049,1.2161,1.2273,1.4581,1.2105,1.445,1.3621,1.2296,1.4177,1.4708,1.2717,1.2431,1.277,1.5882,1.447,1.1076,1.4449,1.3142,0.8767,1.2287,1.234,1.3625,1.2984,1.2814,1.2007,1.0828,1.7028,1.2311,1.4344,1.3136,1.2257,1.3263,1.0878,1.3163,1.4033,1.391,1.3023,1.4537,1.2487,1.2684,1.2351,1.5202,1.1577,1.4097,1.1018,1.1862,1.1912,1.4032,1.3776,1.2895,1.3002,1.3044,1.1839,1.2053,1.3335,1.3346,0.2605,1.2058,1.2315,0.7358,0,0.3474
289555,1.3477,0.8222,1.299,1.5261,1.158,1.2945,1.2975,1.2329,1.1815,1.4687,1.2464,1.4758,1.1617,1.2371,1.3968,1.4503,1.2719,1.1994,1.2932,1.5466,1.4408,1.11,1.4584,1.3355,0.9122,1.2335,1.2284,1.3529,1.3033,1.2932,1.1858,1.0151,1.6574,1.2445,1.4753,1.3766,1.251,1.3288,1.0902,1.3186,1.4034,1.389,1.3321,1.4522,1.2368,1.2748,1.2244,1.4901,1.1753,1.4058,1.1033,1.1969,1.1842,1.3979,1.3816,1.3075,1.2873,1.3016,1.1394,1.2144,1.3328,1.334,0.2625,1.2082,1.2126,0.7703,0,0.339
